C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_118.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_118.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_118.jpg, 0, 0, 0, 7.814608E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_221.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_221.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_221.jpg, 0, 0, 0, 7.851851E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_326.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_326.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_326.jpg, 0, 0, 0, 7.807421E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_429.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_429.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_429.jpg, 0, 0, 0, 7.781405E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_533.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_533.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_533.jpg, 0, 0, 0, 7.85938E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_635.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_635.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_635.jpg, 0, 0, 0, 7.784307E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_740.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_740.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_740.jpg, 0, 0, 0, 7.936582E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_845.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_845.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_845.jpg, 0, 0, 0, 7.932006E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_01_956.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_01_956.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_01_956.jpg, 0, 0, 0, 8.46959E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_056.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_056.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_056.jpg, 0, 0, 0, 7.786888E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_161.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_161.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_161.jpg, 0, 0, 0, 7.803609E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_265.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_265.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_265.jpg, 0, 0, 0, 7.815795E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_372.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_372.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_372.jpg, 0, 0, 0, 7.917974E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_473.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_473.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_473.jpg, 0, 0, 0, 7.807511E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_577.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_577.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_577.jpg, 0, 0, 0, 7.772558E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_681.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_681.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_681.jpg, 0, 0, 0, 7.775518E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_783.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_783.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_783.jpg, 0, 0, 0, 7.797869E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_884.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_884.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_884.jpg, 0, 0, 0, 7.889327E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_02_995.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_02_995.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_02_995.jpg, 0, 0, 0, 8.28128E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_096.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_096.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_096.jpg, 0, 0, 0, 7.922246E-05
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_209.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_209.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_209.jpg, 0, 0.0353943, 0, 0.002775093
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_317.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_317.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_317.jpg, 0, 0.3322965, 0, 0.2471105
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_422.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_422.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_422.jpg, 0, 0.6769379, 0, 1.071289
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_526.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_526.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_526.jpg, 0, 0.6546233, 0, 1.926274
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_634.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_634.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_634.jpg, 0, 0.9505024, 0, 2.920515
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_736.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_736.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_736.jpg, 0, 1, 0, 4.096197
C:\Users\HP\Documents\self-driving-car\data2\IMG\center_2020_06_19_14_42_03_845.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\left_2020_06_19_14_42_03_845.jpg, C:\Users\HP\Documents\self-driving-car\data2\IMG\right_2020_06_19_14_42_03_845.jpg, -0.2067285, 1, 0, 5.485427
